sid	uid	class	text
263825795636687000	709707654	positive	Bad Girls Club: Mexico...is so official now meaning most of the girls going off on each other. I can't wait until monday. |D
261460723564167000	536715611	positive	Just close your eyes The sun is going down You'll be alright No one can hurt you now Come morning light You and I'll be SAFE AND SOUND #NP
260485840709493000	578444424	positive	Proper buzzing to watch The Vow with @_courtssx tomorrow;)
254209204561269000	267635540	negative	3rd Mariah song of the night and NOOOOOOOOO. THAT WAS SO BAD. #XFactor
264171251361276000	90459033	positive	Tomorrow our opportunity to love continues @ the Boys & Girls Club (123 Jefferson). Meet us there at 10am, w/ boots and gloves if possible.
255758962312487000	240012771	neutral	"@bacana1 MT@wingoz: The Baltimore Sun reporting that the Redskins have just Cundiff-ed Billy Cundiff"""
261239838869705000	20195476	positive	I'm SO excited I'm gonna meet Buddy from Cake Boss at Ruth Eckerd Hall with Grammy on Jan 12. Can't wait !!!! pic.twitter.com/mI1trUlp
263771834867122000	278923328	positive	Having to read Charles Dickens for homework may be the greatest thing ever
259922758098637000	21282163	neutral	Ligue 1: Nadal watches as PSG go top: Paris St Germain went to the top of Ligue 1 on Saturday after a Kevin Game... http://bit.ly/UmaQzq�Â� 
258219227574579000	100350066	objective-OR-neutral	Nooooooooo just seen the FA Cup 3rd round is the day I go skiing #peak
260916475328594000	447743653	negative	i would be so happy that its a late start tomorrow ... BUT NOOOOOOOOO , i have to go to catch up day because i failed my fcking french test
254050969510359000	58720562	neutral	"Pacino might play Paterno in the PSU movie. It'll be the 2nd movie in his career w/ the phrase ""Say hello to my little friend."" #ScarFacial"
263353475700761000	287957501	negative	I'm not gon believe that Victor Cruz is the real deal until he lines up outside, no slot, and doesn't disappear like he did Sunday
263039001630495000	15767107	objective	Come watch Will Ferrell and Zach Galifanakis duke it out in The Campaign this Thursday at Midnight! http://ow.ly/eRwF8�Â� 
247435193672159000	23538080	positive	@nickjonas may your day be full of joy and happiness! Happy Birthday Nick J :)
260613420578140000	83752769	objective-OR-neutral	I just may be the only person who still play Temple Run
255982754687230000	378343487	negative	Should'nt have watched The Grey last night because walking down a dark driveway when the sun decides to play hookie is not a good time.
264127956929094000	123138210	objective	Steelers will travel to New York on Sunday for Giants game: The Pittsburgh Steelers face the New York Giants on ... http://bit.ly/YtsbWu�Â� 
263477308021694000	488003846	negative	niggas boutta be DROPPIN like flies down georgetown tomorrow , you wont catchh me there !
264245091298865000	633181003	negative	So I heard my old crush is going to the bell game tomorrow and wanna talk? Wtf? :o #weird
264242704769241000	437790282	positive	Watching the 2nd punisher. Wish they'd make another one with Quentin Tarentino directing and Thomas Jane as Castle
264256276199010000	562408949	objective	Downloading different versions of the Greek alphabet song to listen to on repeat on a Thursday night.. This is my life now..
252807971950719000	500916823	objective-OR-neutral	Anyone in year 12 or 13 that's gunna see The Woman In Black needs to give the money to McHale tomorrow! Spread the word please!
264216473063551000	152401332	neutral	Buzzer beater jump shot by Parker. On a primetime Thursday game...NO WAY that CAN happen! How great is the NBA?!?!
261190292609307000	47821438	neutral	Guarantee Gaga debuts her new single at the Grammys in February. Not opposed even though its agesssss away.
264191631325020000	318690621	positive	That movie Flight with Denzel looks really good! May have to go check it out
264034398062653000	65167228	positive	and then on tuesday & wednesday its Champions League match day 4 i think?? or it might be 5..im not sure wooooo hooooo
228831430640296000	109586488	objective-OR-neutral	Milk Chocolate Day is tomorrow. Are you ready to celebrate!?
254686287427150000	114557697	negative	"Aboud el Zomour, the guy who killed Sadat, is now attending the October 6 celebrations at Cairo stadium."" Shame!!!!"
259028455134478000	104643357	objective	AUSTRALIA DAY #T20 International to kick-start the ultimate Australia Day long weekend @ANZStadium Sat 26 Jan: http://bit.ly/Qe33PW�Â� 
263721486219608000	73631536	positive	Just did Spartacus 2.0 and sauna...imma be sore tomorrow but so worth it
263119072504459000	37269366	negative	The storm will be moving inland to CNY tomorrow. That's when I'll get worried about my family. Living right on Oneida Lake.
256424909331395000	436118252	positive	Cannot wait to play San Fran on Sunday. If we can beat them at home for the NFC Championship we can beat them now.
259388696376246000	297911979	objective	Championship: Team news: Bellamy in frame for Cardiff: All the team news from Saturday's Championship... http://yhoo.it/QCEDgS�Â�  #Mogganaut
263764977544987000	214591882	objective-OR-neutral	Omg, Bullet For My Valentine are coming to the Netherlands march 21th. I might attend that one too :P
263695206195540000	471475880	negative	@RefriedBrean And then both teams took dumps in the 2nd round of the Big Dance, KU flaming out against UCLA, Mizzou losing to Northern Iowa.
262552841409950000	305375129	neutral	C'mon Cam and the Panthers! U r the missing link in my quinfecta weekend. Hard to do...App win, UNC win, State loss, Dook loss, Panther win
263527525819503000	230687653	negative	Cupid did so much work da 1st time that he don't wanna be my friend no more
264242742408921000	445198479	negative	I will not be able to handle Harry's voice in Kiss You..and I may not survive after hearing all the songs on Take Me Home in their entirety.
264206722644709000	267682301	objective-OR-neutral	"Was ready to tune in and watch my Thursday Night comedy on channel 4 and then the tv guide tells me ""The Voice"" is on...dammit."
260225895065850000	739428984	positive	Incredible pass from Vick to Kyle Williams. Williams out jumps Carr in the end zone, 21-0 in 2nd.
264004841834156000	55784041	objective-OR-neutral	thursday morning freestyles. im the rap game white larry bird
264109442705011000	32959639	positive	@TheEllenShow Congratulations on you celebrating British kid singers Sophia Grace's and Rosie's 1st Anniversary of a visit of your show. How
264115525548917000	24069474	positive	Tomorrow... I'm on the air live at 9:05 on wjct radio. Then on TV taping for good morning Jacksonville at 10:30. #excitingtimes
263968590083027000	243793727	objective-OR-neutral	@realMickFoley Hey Mick! Do you know what time you'll be signing in Indianapolis on the 18th?
264127697196822000	114255419	positive	Celebrity Juice is the highlight of my Thursday night.. Keith Lemmon is hilarious hahaha
264120116969628000	381103532	positive	Waiting for the highlight of my Thursday night Celebrity Juice #nolife
262033677393986000	201962848	neutral	Pierce the veilRT @FaZachary: Miss may iRT @abityab: Lagu demen Bullet for my Valentine, hbu ??
263618910765601000	789477764	positive	Northern lights sale tomorrow following the Wexham Cup Bull Sale; sale of Elite Female Holstein & Jerseys! A real treat of a sale! No trick!
263994648844988000	65887235	neutral	Ben said Bicester was full of chavs, well I'm currently sat with last years cast of Jeremy Kyle. UH HYPOCRITICAL MUCH?
263756680876151000	18687459	objective	Bay Area heads! i'll be on the piano at Yoshi's San Fran this Sunday playing with the one n only Dwight Trible - http://bit.ly/PHSeZR�Â� 
258300934046769000	26917732	neutral	So with Bey performing at the Superbowl in Feb. I'm assuming new material in the coming months before hand then album after Grammy's
263136967926112000	564824751	objective	Adam Levine strikes a pose for photographers outside of the Late Show with David Letterman on Thursday (October 25) in New York City
263194427982500000	33180741	neutral	Still writing on Christmas and new year.... Still. And I'll be writing about Valentine's Day in December #DaFuzz
212658260833079000	568645036	negative	Happy Valentine's Day is trending? ?? But... it's not even February?
260033791786091000	21447015	positive	Hi, Memi! Thanks for agreeing to lead at SAG! Would you be available for a Sun., any Sun, in Dec rather than Nov 4th? I just learned ...
263698317802877000	26392253	positive	So ready to be done with classes tomorrow and head to Chapel Hill to support my favorite #WUWBB ladies @brooklynTHEboss & @allthatJAZZ_21!
263986055190036000	16916254	positive	This Sunday, come watch the Ravens take on the Browns, and help support the Baltimore Humane Society! CAPTAIN... http://fb.me/1XtuiF9t2�Â� 
261455653288161000	216482426	objective	AC Milan reportedly want Miralem Pjanic to join the San Siro in January #FootballFanatic
262155234435019000	154678717	positive	How badly I miss Andy Carroll. Knowing that the derby game is tomorrow, he always played very well and scored against blue noses.
262989844693807000	260405768	objective	New live sound webinar tomorrow at 10 PST with Paul David Hager (Goo Goo Dolls, Avril Lavigne, Devo) - register now at http://ow.ly/eRkfF�Â� 
251750998496903000	61838875	negative	#tech Apple CEO apologizes for error-ridden new map app - Apple CEO Tim Cook apologized Friday for the company&#039;... http://ow.ly/2spRUc�Â� 
263835851895759000	6627092	positive	@alexisnews You should attend @wftda Champs this Fri/Sat/Sun: top 12 roller derby teams in the WORLD, we play Indianapolis 8pm Friday!!!
258858401755431000	18110747	neutral	someone should come with me to Noel Fielding on Saturday night because Noel Fielding, basically #please #Iwillcry
263976686817780000	546901806	positive	Premier League: West Ham v Man City on Saturday. Our preview looks at the stats & has some interesting betting tips: http://www.betting.me/west-ham-v-man-city-betting-tips-preview/�Â� �â��¦
264038368952865000	424592590	positive	@cocozzaHQ I preordered it on Thursday/friday at midnight the night it came able to pre-order, love you and Frankie. X pic.twitter.com/Pp1oZZaA
264226388343656000	567371031	positive	Loving the opening debates rap game Kathy Crowley October 20 - Bruno Mars http://www.nbc.com/saturday-night-live/video/October-20--Bruno-Mars/1421369/#.UJNPEJnvbBc.twitter�Â� �â��¦
264019492508664000	755346426	positive	@RiriSpice19 @givemethat_beca @white_choc0lat3 @stephy_T073 @onthenikdrum GO BORO!May the FORCE be with you from the 1st second to the last!
264246162444403000	798029714	positive	@HeffronDrive Congratulations Kendall in Germany it is 7 clock Friday November 2, so Happy B-day
240178667345551000	766396015	neutral	@PS4RS if I had the nerve, I'd buy all Joe Pa cutouts @ Middletown campus n go to 2nd n Maclay to sneak them in gov mansion gates...
264203842185490000	18013382	negative	Kendrick Perkins may have the worst goatee in all of sports.
251397216802066000	168890220	objective-OR-neutral	Nothing is going to change between now and Wednesday. If Acta has went this long w/o being canned, might as well finish the season w/him.
251789469034881000	292705681	negative	"Friday's CNET Update is playing One Republic : Apple CEO says sorry for iOS 6 map mess Apple CEO Tim Cook has said he was ""extremely sorr"
264248214012694000	162187706	positive	Tomorrow is going to be a fun-filled day of emailing people on how and what to do so I can come back to Murray in the spring. #stressful
264171912903676000	265372812	positive	So proud of @wakemenssoccer for the huge upset against Maryland. Time for us to do the same tomorrow night #godeacs
263940744413336000	915455400	positive	Rugby is a great winter sport for gaa ladies looking to keep up there fitness. Come along friday to kilkenny rfc at 7 to try it out
254623523652399000	734672306	positive	I just remembered 'Niggas In Paris' is a song. DELIGHTED! What a SATURDAY! #positivetroll
261898742863630000	492070009	objective	Avril Lavigne is having a concert tomorrow night in the park. Sonic's opening for her. You wanna come?
262530199344783000	395663968	neutral	@LoganMDelaney mine just went back to Nikon for the 4th time- 3 for shutter bounce- came back the other day with a scratched baseplate- fun.
263564797063348000	378016265	positive	An emotionally intelligent organisation through mindfulness? Find out how with @GetSIYLI in San Fran in Dec https://siylidec6-siyf17.eventbrite.com/?nomo=1�Â�  pls RT!
216909372549366000	89382923	positive	TAKBIR!! Dr. Mohamed Morsi announced as Egypt's 1st elected President after the glorious 25th of Jan Revolution. Congratulations to Egypt!
264133339185824000	317126349	negative	GOP has set the bar very low with a 4th cycle promoting a grossly UN-AMERICAN idea: POTUS as elected autocrat. #Civics101
258584734504985000	69865859	objective	tonight!!! (wed)--Mike 'Slo-Mo' Brenner solo opening for Jim White at Tin Angel. 8pm. c'mon out!!... http://fb.me/RSyOthn3�Â� 
257853886499537000	449174706	objective-OR-neutral	DTN Kazakhstan: : Capello Ill Tweak Lineup for Azerbaijan GameCoach Fabio Capello said Monday he will tweak the ... http://on.fb.me/QHRnnQ�Â� 
264157563690562000	59481866	neutral	Spending my last night in Indianapolis with my mom and cousin. Headed to Idaho tomorrow! pic.twitter.com/KcBgoqLv
264214691746816000	17165909	negative	I may ask my doctor for Ambien on election night. I'd rather sleep through it and hope I wake up to footage of Mitt crying over his loss.
264081987516633000	231651039	neutral	Cheaper carbon replaces silicon in solar panels: Washington, Nov 1 (IANS) Researchers have built the first solar... http://yhoo.it/Y8zeo2�Â� 
245205778473042000	365599219	negative	Can't wait to hear tomorrows CMAG Meeting about HORNY (CoNI ) Report. Baages wait & watch you will be grilled tomorrow ! CMAG a hope.
261279504268419000	39854115	neutral	It's wednesday!! You know what that means.... new episodes of The Challenge: Battle of the Seasons & American Horror Story: Asylum!!
221444699322458000	26037831	neutral	Today was National Kissing Day, I'll have to make up for the loss tomorrow
264248314780852000	128120937	neutral	Tomorrow is the last day for early voting here in Nevada, if you havent already go vote!! Dont wait til tues. to do so...
264083595445039000	43291852	objective-OR-neutral	Taiwan wins visa free travel to US: Six Taiwanese tourists arrived in New York on Thursday as the first from the... http://bit.ly/YsMcwa�Â� 
255623063876538000	113097883	neutral	So I thought yesterday was Tuesday. I'm thinking today will be a little like the movie Ground Hog Day.
254047889716814000	18855876	positive	#BetStyleLounge this Saturday @Dtlr will be Turnt to the MAX! Come see me and @DjPharris rock out! 35th and King Dr!! pic.twitter.com/30fmUpli
263989968802820000	166268318	positive	Man Utd v Arsenal on Sat sees the best defence (AFC) in the league (conceded 0.67 p/game) against the best attack (Utd) (scored 2.67 p/game)
264106850641912000	20204298	positive	"Watching Sunday's ""Harry and Paul"". Good it is too. Well-observed and fearsomely dry."
255684102886400000	20476232	objective-OR-neutral	We do not live in Ground Hog Day, we don't live with a victim mentality, today B rough but tomorrow won't be the same #El #leadership
261497303712559000	264192692	positive	Was thinking of Harry Redknapp for the @blackburnrovers job for the past few days now. Would be an absolute coup! C'mon Shebby!
247411290119733000	23266086	objective	#nowplaying Jim White - Crash Into the Sun http://royradio.net�Â� 
260785693582848000	237367920	objective	remember last new years and I sat there for 2 hours watching Kasabian live at the O2
264059754161267000	43335224	negative	This bitch @backyardbetty just put frog back on Lmfao throw back Thursday
214034282228875000	548752258	negative	My body is exhausted. I walked from 79th and Jeffery to the lakefront, where i accidentally sat on dead fish, to 55th and King Dr. and back.
264162727788954000	825385008	objective-OR-neutral	"[INFO] TaeTiSeo will perform on ""Love In Asia"" tomorrow (11/02) at 02:30PM (KST), KBS will broadcast the concert on 13 November at 07:30PM"
261626632647872000	233809950	objective	Video Game Trailers - Launch Trailer: Check out the launch trailer for Mass Effect 3. Added: Fri Oct 26 00:11:11... http://bit.ly/R3MzIe�Â� 
220896359899857000	442172191	positive	"No joke I got a voicemail yesterday saying ""Happy Valentine's Day"" instead of ""Happy 4th of July"". Wow. Not sure what that is all about."
264259680203858000	599509100	objective-OR-neutral	Nikon has once again proven it's a small world after all with the latest ... - Herald Sun http://dlvr.it/2QKjLk�Â� 
261958134501892000	46254795	neutral	Come out on Monday to watch THE WOMAN IN BLACK w/ the MODEL UN! Free Entry! Concessions w/ donation!! #SSU # http://instagr.am/p/RQyaG2xkDi/�Â� 
249198198890058000	27121235	positive	Niggas In Paris was playing in the waiting room at the clinic and this old lady sat tapping her walking stick and bobbing her head. So cute.
263128048264704000	158419467	negative	And to the 2 girls in front of us that sat down and played Temple Run the whole time, why did you even come? #confused
245610755406303000	61560669	positive	Loved the hair style from Friday's Jason Wu New York Fashion Week show? We're giving you the step-by-step to... http://fb.me/2kh1ChZGq�Â� 
264208680751354000	335456895	negative	Too Soon? Amazon Opens Black Friday Deals Store: Thanksgiving is weeks away, the World Series only ended on Sund... http://bit.ly/VgLiEi�Â� 
200178376756052000	335369972	neutral	@domeqwwfv1 may be its true becouse triple h arm has broken for reel or may be he will come back at the royal rumble
262581016470888000	456567585	positive	Went to see 'The Mystery of Charles Dickens' at the Playhouse Theatre, West End last Thursday starring Simon Callow. It's a must see!
261981045455475000	62342496	positive	Oh yay! My mom just told me that my Grammy is coming tomorrow!!!! Woot woot! #loveher
264240190212669000	47670270	positive	This may be a little forward.... - secret-country: but can you imagine the sex Miranda Lambert & Blake... http://tmblr.co/ZxVUtxWR9l0N�Â� 
220956867067789000	114918220	objective-OR-neutral	Totally curious with Dream High 2.. Wanna watch this drama asap! Wanna compare it with the 1st one.. Still theres a loooooooong holiday (y)
264242247283921000	117835045	positive	It's so early here in Germany, my American friends are just now getting drunk. Off to Prague, knuckleheads! Talk to you on Sunday! #CzechRep
264118734619283000	429051439	negative	@ChicagoBears can not let be a let down game Sunday with Houston and San Fran coming up. Gotta focus on beating Tennessee. #JayisourQB
264178938278998000	537876247	neutral	Who's going to Israel this Saturday?!
262375897028493000	91965564	objective	Iran army monitoring all ships in Gulf: TEHRAN, Oct 28: A senior commander of the Islamic Revolution Guard Corps... http://goo.gl/kXhED�Â� 
261483682265694000	408985438	neutral	Soul Train 70's Halloween Party Sat Oct 27 http://www.reverbnation.com/pbtyl�Â�  ADV TIXX $10 - $15 wt out costume $20 at the door...http://www.reverbnation.com/show/8542260�Â� 
264153857280594000	919269210	positive	@NICKIMINAJ cant wait for you to come to dublin on monday so excited to see you:-) <3
263223498812568000	190296578	neutral	Taylor Swift to co-host Grammys with LL Cool J: New York, Oct 30 (ANI): Taylor Swift has been chosen to present ... http://bit.ly/XReBNd�Â� 
262653132797010000	106972608	positive	@ArianaCurdles lol you mean pronounce it? Idk either..hmm...I like to say it like 'hair-may' or 'hair-mess' LMFAO IDK OKAY. xD
264254298983109000	48951962	objective	Bird on the Wire is one of the 1st songs I learned as a child. And now daddy and I go see Leonard Cohen! http://instagr.am/p/RhGhy3m0j3/�Â� 
264017084017689000	169484369	objective	Arsenal Ladies are 0-0 at HT with FFC Turbine Potsdam in their Women's Champions League Last 16 1st Leg Clash at Borehamwood. #WUCL
264089754574922000	604674217	objective-OR-neutral	Thursday nights just wont be the same without Waterloo Road
259451451271680000	579245862	objective	Land conservation announcement Monday: Gov. Mitch Daniels and Lt. Gov. Becky Skillman will make a lan... http://q.gs/2Mvq9�Â�  #nashville
243625104515424000	20059090	neutral	Ryan Reynolds may be back for a prequel or sequel to Safe House, with or without Denzel Washington. Script is in the works.
264221900312551000	539264231	positive	Dinner with my dad. And tony Parker with a last second game winning shot. What a great night...just in time to be ruined by 300s tomorrow...
264228783706472000	304201698	negative	Post of the night: Anonymous (ID: ExcV6jkR) 11/02/12(Fri)00:52:39 No.434329650 This thread is like watching a monkey fuck a coconut
251821718425985000	32392080	positive	Apple CEO apologizes for error-ridden new map app (븧�): Apple CEO Tim Cook apologized Friday for the company... http://bit.ly/V7Kujg�Â� 
262284480025338000	286365986	positive	Congrats to DJ's 3rd grade team going to the Superbowl! I'll be there cheering.
263951397664461000	851968027	neutral	The two Lukes (Austen and Dickens) playing at Nelson Bay Diggers Club this Friday 2/11. Go check 'em out if you live in the area..
262888485776683000	19888754	neutral	1st official release on @StripesRecords is out now! #EOTT2 with rmx's from Haze & Northern Lights  instrumentals! https://itunes.apple.com/gb/album/eye-of-the-tiger-vol.-2/id569506229�Â� �â��¦
264090871329337000	107426842	positive	Big game for @MiamiHEAT tomorrow, away vs the Knicks at MSG. Personally think Knicks will win... first game, MSG crowd, Sandy disaster...
236441922032521000	542969778	neutral	Lots of rumors out there. Oilers are said to want Leopold/Adam/3rd, Sekera/Pysyk/2nd, Sekera/Adam, Leopold/Adam for Sam Gagner. Who knows??
264184897537733000	292684772	objective-OR-neutral	Second last show of the season, 19th annual Gift of Art, with the artists of the #kanata Civic #art #gallery. Stop in! pic.twitter.com/BkQnxEC0
263865406131933000	70525634	negative	I'm assuming that HEB ran out of candy and people decided to give out pizza instead because it was busier than Super Bowl Sunday today
264185296424403000	152788800	positive	Goodnight! Big day! Tomorrow I'm at the school to 3:00 (Argentina time) because I stay to the Mallin! (Tomorrow I'll tell you what is that)!
221594970858062000	56607837	positive	Today is National Kissing Day coz it's no work day tomorrow!!!
264181115156316000	422814730	objective	"Come meet members of the ""1980 Dawgs"" in Athens this weekend at The Red Zone! Friday, 3pm - 6pm: Coach Vince... http://fb.me/1Pgs4lkZ7�Â� "
263492516958048000	458885616	positive	This time tomorrow night ill be partying it up in chapel hill :) #cantwait
262674395456229000	32629878	neutral	victor cruz isnt himself today........i know he'll get it together in the 2nd half
264217187303190000	136383061	objective-OR-neutral	"Dublin's Street Pub Come join us for Open Mic. Thursday, as the Party continues here at Dublin""s Street Pub. $ (cont) http://tl.gd/js0ipd�Â� "
264093407897584000	158179484	neutral	oH MAN i thought the deadline for ACT was tomorrow I have until the 9th bless
259828790610493000	354555419	objective	1st movie of the night: The Vow
264260162750120000	888371646	objective-OR-neutral	"TTS will participate in the ""love in asia"" tomorrow (2/11) at 2:30pm(KST).KBS will broadcast the program on 3/11 at 7:30pm(KST) on KBS World"
261865134509666000	873262134	objective	MILAN-GENOA: 22 ROSSONERI: MILANELLO - 22 players have been called up for Milan-Genoa tomorrow at the San Siro s... http://adf.ly/E41tN�Â� 
264131501376041000	45292221	objective-OR-neutral	@CASS_TAR is addicted to ACT. She just took one on Saturday. And she just signed up for a third test.
264247198009663000	268797849	negative	In 27 hours i know if im gonna see the boys live on May 1st!! Omgg im sooo scared for tomorrow!
247051234316546000	84352303	positive	Awesome response guys! The correct answer is: Sam Gagner and Brendan Smith. All of you will be put into the draw this coming Thursday! #JT
263357618570006000	19992655	neutral	Not that I want to tip my hand... but there will be moves in both portfolio's tomorrow morning at 8:35 AM (CST) Home Run and Follow The $$
264116866585358000	236382209	positive	in my TL guys talks about AFC vs MUFC i know guys u cant wait till Saturday :D #EPL <33
262608016908628000	299679052	objective-OR-neutral	For second time, Eagles make stop -- and commit a penalty. PI on Kendricks gives Atl another 1st down. Groundhog Day lives.
263323406454383000	588632899	positive	@ama_la_lettura would you be up for full day of movies at mine on Thursday? :P so far Tarzan and The Notebook is on the list xD
231421831368811000	54645979	positive	"Like, ""Sweet You."" ""Happy Valentines day."" (when it's July). ""I'll meet you at the shop every Tuesday.""......."
262469786653569000	15302717	neutral	Watched Muse on the Jonathan Ross show last night and promptly had nightmares about screwing everything up on Wednesday! Eeeeek!
264164775070691000	310302359	positive	Rivers to Gates, for only the 3rd time this season. Keep it up Chiefs, fantasy teams need you
258182556678230000	211773798	negative	Arianators please help me. I'm a girl who's body is very sore and just asking for Ariana & Jennette's goodluck for tomorrow. PLEASE :(
261218373357167000	475901685	objective	Google Hangout with : OCTOBER 27th! 2PM Pacific / 5PM Eastern via #ASKLLCOOLJ #LLCOOLJHangout http://tinyurl.com/8z6uxov�Â�  #KPOPTV #2PM
261406565020611000	26809005	objective-OR-neutral	AC Milan reportedly want Miralem Pjanic to join the San Siro in January (Source: Corriere dello Sport) http://bit.ly/OlOn3B�Â�  #transfertalk
264179467574985000	376384151	positive	Gotta remember to bring dionje candy tomorrow, lol he got mad at me today!
262288011763524000	165256525	negative	Watched The Vow for the 5th time and I'm still tearing. What's wrong with this movie. It's tooo... omg i can't even.
264158080755970000	243438108	neutral	See you on March 24th. From Argentina to Miami, no limits for #ASOT and @arminvanbuuren
261065087354294000	207958263	positive	Egypt&#039;s President Mohamed Morsi on Monday pardoned all those arrested between the start of the revolution t ... http://tf.to/a6fGu�Â� 
250352176910705000	23378304	positive	Kurt Convey wins the boys race in 16:01 with Nick Diaz coming in 2nd around 16:10. Rounding out the top 3 was Kenny Castro.
261316577604018000	38212296	positive	FYI - the ridiculously adorable ladybug Larry Bird gives his 1st piece of candy to is our producer/ director Chris Koch's gorgeous daughter!
245527074658476000	255409192	objective	Pictures of #OVERDOSER 1st Anniversary party at Safe House #Thonglor are online! Check it out! http://www.facebook.com/media/set/?set=a.521717147845101.139201.110704132279740�Â� �â��¦ pic.twitter.com/YmEQ9KrL
263895898654904000	22544408	negative	Realized that I've just spent Halloween, super bowl Sunday, and my last two birthdays either in the library, or in a computer lab..
217426068364202000	350451819	objective	@PatWGR If they are still looking for a Center, they may want to inquire about Sam Gagner. Edmonton needs D.
264198017949778000	50488511	positive	Enjoyed the FLOTUS today in FL! @MichelleObama u r BRILLIANT...simply put! Glad I voted Saturday #Obama2012 #DUVAL pic.twitter.com/0Szz0XM7
262821087069499000	31645282	positive	tonight's Never Mind The Buzzcocks has the hilarious NOEL FIELDING again :) can't wait to download it tomorrow
264097575395795000	832804410	objective-OR-neutral	Top TEN strikers who are on the Premier League's January wishlist http://www.footballfancast.com/football-blogs/top-ten-strikers-who-are-on-the-premier-leagues-january-wishlist�Â� �â��¦ via @FootballFanCast
263997282653962000	269859431	objective	Police surgery Fri for #Penygraig residents at the Boys&Girls Club 9am 11am, pop along and meet your local officer http://bit.ly/TvBkPd�Â�  #MD
262660689175384000	58219962	neutral	Taking a litre of fizzy, flavoured water to bed tonight, Super Sunday is gonna result in a mouth like Ghandi's flip flop! #gacky #rank #beer
263797562727866000	555347695	positive	Now y'all know all that Halloween candy is gonna be on clearance tomorrow...you can save it for Valentine's day :)
264246018147766000	77629001	objective	City game at the Ravens stadium Saturday at noon 10 dollars to get in i will be there who else going?
262959233962750000	725029934	objective	Aston Villa line up January bid for Danish midfielder: Aston Villa are reportedly monitoring the availability of... http://bit.ly/S8hjd2�Â� 
264082956505735000	276142727	objective-OR-neutral	PHOTOS: Rihanna Crowned Carnaval Queen: Pop superstar visited the Greystone Manor Supperclub Wednesday night and was... http://dlvr.it/2QCtLs�Â� 
261530958249996000	91444410	negative	@BullandFox As a point, Flacco had a 0.3 QBR last Sunday. Even vet QB had a bad day.
263499864753725000	386336377	positive	Going to the Georgetown game on Friday! #imwearingblue #istillloveeastview
247063122295276000	562796703	positive	Sophia Grace and Rosie: we know one of your songs!! the sun comes down NA NA NA NA @TomTheWanted http://www.youtube.com/watch?v=p-pOGkhxoy4&feature=branded�Â� �â��¦
260172485285261000	403356939	positive	Come out and have some laughs with Me, Spartacus, and Max at Caroline's Comedy Club this Wednesday October 24th!... http://fb.me/1XMD58SWs�Â� 
264198765085356000	28707033	neutral	@dubstephh_ down to blaze with Joe and I tomorrow?
262390296397107000	92839171	negative	Fuck you, band that covered it on Friday night, and fuck you Ricky Martin for existing in the first place you big jerk.
261263062244418000	306676025	objective-OR-neutral	At a live basketball fantasy draft...sort of. I got the 7th pick. got Melo, Monta Ellis, Iguodala and Ibaka so far
260506091824226000	543780273	objective-OR-neutral	@Beystanfolife2 Yea I say, mid January for a new single. Right in time for the superbowl& video at the end of January leading into SuperBowl
262244169462985000	30253304	objective	5th floor Paterno with @Nessa_Sassy @NellyBeee_ @frecklejuice93...promise we're going to be productive from now on.
255551862856618000	289777042	positive	"February 12th is a nice time to release it. Its the week of the Grammys too. Albums ""sell"" that week."
262862269652816000	169184705	positive	The Landlord from Will Ferrell.avi http://www.youtube.com/watch?v=EFpXQPYqqJw&sns=tw�Â� �â��¦ via @youtube This will cure the Monday blues. Funny funny shit
215573277056315000	96820126	negative	Cofield should have hopped off the DM sticks after his 3rd year. Niggas was tired of him lol
258428452489818000	55604819	negative	You'd think after not replying to the 3rd text the Twat face would get that I fucking hate him.
259808716482830000	249853609	positive	"Watching ""The Vow"" for the 1st TIME! I <3 it! Already cried 3 times!"
264248524596707000	370243049	positive	Finally in bed. Such a long day, but so much was accomplished. Athens tomorrow!!
253584132129583000	294854943	neutral	For the French fan of @RobLowe The tvmovie : Drew Peterson : untouchable Will be broadcasted Thusday 16 October at 2:55 PM on #TF1 !
261212396067099000	22718551	neutral	So I asked a diehard FSU fan about the game against Dook on Sat & they are kinda worried about Coach Cut & his Coastal division leading team
264076899892986000	449847388	objective-OR-neutral	If you built ford tough or built like Ray Lewis on a Sunday in full pads, take yo ass somewhere and get some sweat pants or baggy jeans.
262667634124943000	422352080	positive	The Vow! Love this movie. If you are meant to be with your loved one it will happen no matter what obstacles you may face! #truelove #exists
263965466609988000	493942258	neutral	New Jeremy Kyle starts Monday, you bitch I'm back to school then!!
264005622012457000	24967724	objective-OR-neutral	Pentagon open to more than just #Blackberry? iOS and Android may make an appearance. http://ow.ly/eWo3n�Â� 
252148660505305000	524023176	neutral	I think it got eaten by a grue.- PC Friday - Diablo III (PTR Patch 1.05) | http://ScrewAttack.com�Â� : http://www.screwattack.com/shows/originals/pc-friday/pc-friday-diablo-iii-ptr-patch-105#.UGdeYNUP-m0.twitter�Â� �â��¦
262532496099512000	263038684	positive	Perfect weather to finish a great week.Saw Noel Fielding's show Thursday at the Ath. Meeting him would have made the week perfect!
241844220091064000	336998858	neutral	Mohamed Nasheed's Press brief about CONI report - 31 Aug 2012 http://www.youtube.com/watch?v=Z-_CRJFfNN4&sns=tw�Â� �â��¦ via @youtube
261573797356921000	44736315	objective-OR-neutral	A Leonard Cohen and Jeff Buckley album just in time for black friday? #buymethat
